node1	label	node2	id
Q15383394-Paward_count-2fca34	P21	Q6581097	Q15383394-Paward_count-2fca34-P21-Q6581097-0000
Q15416	Paward_count	12	Q15416-Paward_count-6b51d4
Q15416-Paward_count-6b51d4	P21	Q6581097	Q15416-Paward_count-6b51d4-P21-Q6581097-0000
Q1636955	Paward_count	1	Q1636955-Paward_count-6b86b2
Q1636955-Paward_count-6b86b2	P21	Q6581097	Q1636955-Paward_count-6b86b2-P21-Q6581097-0000
Q16913666	Paward_count	1	Q16913666-Paward_count-6b86b2
Q16913666-Paward_count-6b86b2	P21	Q6581072	Q16913666-Paward_count-6b86b2-P21-Q6581072-0000
Q16913666	Paward_count	6	Q16913666-Paward_count-e7f6c0
Q16913666-Paward_count-e7f6c0	P21	Q6581097	Q16913666-Paward_count-e7f6c0-P21-Q6581097-0000
Q16976589	Paward_count	11	Q16976589-Paward_count-4fc82b
Q16976589-Paward_count-4fc82b	P21	Q6581097	Q16976589-Paward_count-4fc82b-P21-Q6581097-0000
Q170539	Paward_count	6	Q170539-Paward_count-e7f6c0
Q170539-Paward_count-e7f6c0	P21	Q6581097	Q170539-Paward_count-e7f6c0-P21-Q6581097-0000
Q1713744	Paward_count	1	Q1713744-Paward_count-6b86b2
Q1713744-Paward_count-6b86b2	P21	Q6581097	Q1713744-Paward_count-6b86b2-P21-Q6581097-0000
Q174389	Paward_count	2	Q174389-Paward_count-d4735e
Q174389-Paward_count-d4735e	P21	Q6581072	Q174389-Paward_count-d4735e-P21-Q6581072-0000
Q174389	Paward_count	8	Q174389-Paward_count-2c6242
Q174389-Paward_count-2c6242	P21	Q6581097	Q174389-Paward_count-2c6242-P21-Q6581097-0000
Q17455058	Paward_count	2	Q17455058-Paward_count-d4735e
Q17455058-Paward_count-d4735e	P21	Q6581072	Q17455058-Paward_count-d4735e-P21-Q6581072-0000
Q17455058	Paward_count	4	Q17455058-Paward_count-4b2277
Q17455058-Paward_count-4b2277	P21	Q6581097	Q17455058-Paward_count-4b2277-P21-Q6581097-0000
Q17566318	Paward_count	3	Q17566318-Paward_count-4e0740
Q17566318-Paward_count-4e0740	P21	Q6581072	Q17566318-Paward_count-4e0740-P21-Q6581072-0000
Q17566318	Paward_count	6	Q17566318-Paward_count-e7f6c0
Q17566318-Paward_count-e7f6c0	P21	Q6581097	Q17566318-Paward_count-e7f6c0-P21-Q6581097-0000
Q1788716	Paward_count	49	Q1788716-Paward_count-0e17da
Q1788716-Paward_count-0e17da	P21	Q6581097	Q1788716-Paward_count-0e17da-P21-Q6581097-0000
Q1792571	Paward_count	8	Q1792571-Paward_count-2c6242
Q1792571-Paward_count-2c6242	P21	Q6581072	Q1792571-Paward_count-2c6242-P21-Q6581072-0000
Q1792571	Paward_count	20	Q1792571-Paward_count-f5ca38
Q1792571-Paward_count-f5ca38	P21	Q6581097	Q1792571-Paward_count-f5ca38-P21-Q6581097-0000
Q1807498	Paward_count	1	Q1807498-Paward_count-6b86b2
Q1807498-Paward_count-6b86b2	P21	Q6581097	Q1807498-Paward_count-6b86b2-P21-Q6581097-0000
Q18328084	Paward_count	5	Q18328084-Paward_count-ef2d12
Q18328084-Paward_count-ef2d12	P21	Q6581072	Q18328084-Paward_count-ef2d12-P21-Q6581072-0000
Q18328084	Paward_count	39	Q18328084-Paward_count-0b9189
Q18328084-Paward_count-0b9189	P21	Q6581097	Q18328084-Paward_count-0b9189-P21-Q6581097-0000
Q18328097	Paward_count	1	Q18328097-Paward_count-6b86b2
Q18328097-Paward_count-6b86b2	P21	Q6581072	Q18328097-Paward_count-6b86b2-P21-Q6581072-0000
Q18328097	Paward_count	65	Q18328097-Paward_count-108c99
Q18328097-Paward_count-108c99	P21	Q6581097	Q18328097-Paward_count-108c99-P21-Q6581097-0000
Q18328106	Paward_count	1	Q18328106-Paward_count-6b86b2
Q18328106-Paward_count-6b86b2	P21	Q6581072	Q18328106-Paward_count-6b86b2-P21-Q6581072-0000
Q18328106	Paward_count	15	Q18328106-Paward_count-e629fa
Q18328106-Paward_count-e629fa	P21	Q6581097	Q18328106-Paward_count-e629fa-P21-Q6581097-0000
Q188823	Paward_count	9	Q188823-Paward_count-19581e
Q188823-Paward_count-19581e	P21	Q6581072	Q188823-Paward_count-19581e-P21-Q6581072-0000
Q188823	Paward_count	65	Q188823-Paward_count-108c99
Q188823-Paward_count-108c99	P21	Q6581097	Q188823-Paward_count-108c99-P21-Q6581097-0000
Q188914	Paward_count	1	Q188914-Paward_count-6b86b2
Q188914-Paward_count-6b86b2	P21	Q6581097	Q188914-Paward_count-6b86b2-P21-Q6581097-0000
Q1896989	Paward_count	10	Q1896989-Paward_count-4a44dc
Q1896989-Paward_count-4a44dc	P21	Q6581097	Q1896989-Paward_count-4a44dc-P21-Q6581097-0000
Q19020	Paward_count	92	Q19020-Paward_count-824164
Q19020-Paward_count-824164	P21	Q6581072	Q19020-Paward_count-824164-P21-Q6581072-0000
Q19020	Paward_count	622	Q19020-Paward_count-fc47b3
Q19020-Paward_count-fc47b3	P21	Q6581097	Q19020-Paward_count-fc47b3-P21-Q6581097-0000
Q193622	Paward_count	20	Q193622-Paward_count-f5ca38
Q193622-Paward_count-f5ca38	P21	Q6581072	Q193622-Paward_count-f5ca38-P21-Q6581072-0000
Q193622	Paward_count	389	Q193622-Paward_count-b98880
Q193622-Paward_count-b98880	P21	Q6581097	Q193622-Paward_count-b98880-P21-Q6581097-0000
Q20006438	Paward_count	3	Q20006438-Paward_count-4e0740
Q20006438-Paward_count-4e0740	P21	Q6581072	Q20006438-Paward_count-4e0740-P21-Q6581072-0000
Q20006438	Paward_count	47	Q20006438-Paward_count-314890
Q20006438-Paward_count-314890	P21	Q6581097	Q20006438-Paward_count-314890-P21-Q6581097-0000
Q2003221	Paward_count	5	Q2003221-Paward_count-ef2d12
Q2003221-Paward_count-ef2d12	P21	Q6581072	Q2003221-Paward_count-ef2d12-P21-Q6581072-0000
Q2003221	Paward_count	80	Q2003221-Paward_count-48449a
Q2003221-Paward_count-48449a	P21	Q6581097	Q2003221-Paward_count-48449a-P21-Q6581097-0000
Q20744362	Paward_count	4	Q20744362-Paward_count-4b2277
Q20744362-Paward_count-4b2277	P21	Q6581097	Q20744362-Paward_count-4b2277-P21-Q6581097-0000
Q207601	Paward_count	1	Q207601-Paward_count-6b86b2
Q207601-Paward_count-6b86b2	P21	Q6581072	Q207601-Paward_count-6b86b2-P21-Q6581072-0000
Q207601	Paward_count	1	Q207601-Paward_count-6b86b2
Q207601-Paward_count-6b86b2	P21	Q6581097	Q207601-Paward_count-6b86b2-P21-Q6581097-0000
Q209896	Paward_count	6	Q209896-Paward_count-e7f6c0
Q209896-Paward_count-e7f6c0	P21	Q6581072	Q209896-Paward_count-e7f6c0-P21-Q6581072-0000
Q209896	Paward_count	26	Q209896-Paward_count-5f9c4a
Q209896-Paward_count-5f9c4a	P21	Q6581097	Q209896-Paward_count-5f9c4a-P21-Q6581097-0000
Q21484313	Paward_count	6	Q21484313-Paward_count-e7f6c0
Q21484313-Paward_count-e7f6c0	P21	Q6581097	Q21484313-Paward_count-e7f6c0-P21-Q6581097-0000
Q21509286	Paward_count	1	Q21509286-Paward_count-6b86b2
Q21509286-Paward_count-6b86b2	P21	Q6581097	Q21509286-Paward_count-6b86b2-P21-Q6581097-0000
Q21522006	Paward_count	1	Q21522006-Paward_count-6b86b2
Q21522006-Paward_count-6b86b2	P21	Q6581097	Q21522006-Paward_count-6b86b2-P21-Q6581097-0000
Q21866930	Paward_count	1	Q21866930-Paward_count-6b86b2
Q21866930-Paward_count-6b86b2	P21	Q6581097	Q21866930-Paward_count-6b86b2-P21-Q6581097-0000
Q21866936	Paward_count	2	Q21866936-Paward_count-d4735e
Q21866936-Paward_count-d4735e	P21	Q6581097	Q21866936-Paward_count-d4735e-P21-Q6581097-0000
Q21866939	Paward_count	5	Q21866939-Paward_count-ef2d12
Q21866939-Paward_count-ef2d12	P21	Q6581097	Q21866939-Paward_count-ef2d12-P21-Q6581097-0000
Q220505	Paward_count	2	Q220505-Paward_count-d4735e
Q220505-Paward_count-d4735e	P21	Q6581097	Q220505-Paward_count-d4735e-P21-Q6581097-0000
Q22222786	Paward_count	2	Q22222786-Paward_count-d4735e
Q22222786-Paward_count-d4735e	P21	Q6581072	Q22222786-Paward_count-d4735e-P21-Q6581072-0000
Q22222786	Paward_count	11	Q22222786-Paward_count-4fc82b
Q22222786-Paward_count-4fc82b	P21	Q6581097	Q22222786-Paward_count-4fc82b-P21-Q6581097-0000
Q223703	Paward_count	1	Q223703-Paward_count-6b86b2
Q223703-Paward_count-6b86b2	P21	Q6581097	Q223703-Paward_count-6b86b2-P21-Q6581097-0000
Q223740	Paward_count	30	Q223740-Paward_count-624b60
Q223740-Paward_count-624b60	P21	Q6581097	Q223740-Paward_count-624b60-P21-Q6581097-0000
Q23002054	Paward_count	1	Q23002054-Paward_count-6b86b2
Q23002054-Paward_count-6b86b2	P21	Q6581097	Q23002054-Paward_count-6b86b2-P21-Q6581097-0000
Q23719064	Paward_count	2	Q23719064-Paward_count-d4735e
Q23719064-Paward_count-d4735e	P21	Q6581072	Q23719064-Paward_count-d4735e-P21-Q6581072-0000
Q23719064	Paward_count	9	Q23719064-Paward_count-19581e
Q23719064-Paward_count-19581e	P21	Q6581097	Q23719064-Paward_count-19581e-P21-Q6581097-0000
Q24616	Paward_count	1	Q24616-Paward_count-6b86b2
Q24616-Paward_count-6b86b2	P21	Q6581097	Q24616-Paward_count-6b86b2-P21-Q6581097-0000
Q24699794	Paward_count	2	Q24699794-Paward_count-d4735e
Q24699794-Paward_count-d4735e	P21	Q6581072	Q24699794-Paward_count-d4735e-P21-Q6581072-0000
Q24699794	Paward_count	4	Q24699794-Paward_count-4b2277
Q24699794-Paward_count-4b2277	P21	Q6581097	Q24699794-Paward_count-4b2277-P21-Q6581097-0000
Q2491892	Paward_count	1	Q2491892-Paward_count-6b86b2
Q2491892-Paward_count-6b86b2	P21	Q6581072	Q2491892-Paward_count-6b86b2-P21-Q6581072-0000
Q2491892	Paward_count	3	Q2491892-Paward_count-4e0740
Q2491892-Paward_count-4e0740	P21	Q6581097	Q2491892-Paward_count-4e0740-P21-Q6581097-0000
Q2602314	Paward_count	1	Q2602314-Paward_count-6b86b2
Q2602314-Paward_count-6b86b2	P21	Q6581097	Q2602314-Paward_count-6b86b2-P21-Q6581097-0000
Q268200	Paward_count	13	Q268200-Paward_count-3fdba3
Q268200-Paward_count-3fdba3	P21	Q6581072	Q268200-Paward_count-3fdba3-P21-Q6581072-0000
Q268200	Paward_count	30	Q268200-Paward_count-624b60
Q268200-Paward_count-624b60	P21	Q6581097	Q268200-Paward_count-624b60-P21-Q6581097-0000
Q2693624	Paward_count	1	Q2693624-Paward_count-6b86b2
Q2693624-Paward_count-6b86b2	P21	Q6581072	Q2693624-Paward_count-6b86b2-P21-Q6581072-0000
Q2693624	Paward_count	9	Q2693624-Paward_count-19581e
Q2693624-Paward_count-19581e	P21	Q6581097	Q2693624-Paward_count-19581e-P21-Q6581097-0000
Q27308875	Paward_count	1	Q27308875-Paward_count-6b86b2
Q27308875-Paward_count-6b86b2	P21	Q6581097	Q27308875-Paward_count-6b86b2-P21-Q6581097-0000
Q28444913	Paward_count	9	Q28444913-Paward_count-19581e
Q28444913-Paward_count-19581e	P21	Q6581097	Q28444913-Paward_count-19581e-P21-Q6581097-0000
Q286069	Paward_count	4	Q286069-Paward_count-4b2277
Q286069-Paward_count-4b2277	P21	Q6581097	Q286069-Paward_count-4b2277-P21-Q6581097-0000
Q28739778	Paward_count	3	Q28739778-Paward_count-4e0740
Q28739778-Paward_count-4e0740	P21	Q6581072	Q28739778-Paward_count-4e0740-P21-Q6581072-0000
Q28739778	Paward_count	20	Q28739778-Paward_count-f5ca38
Q28739778-Paward_count-f5ca38	P21	Q6581097	Q28739778-Paward_count-f5ca38-P21-Q6581097-0000
Q3046190	Paward_count	1	Q3046190-Paward_count-6b86b2
Q3046190-Paward_count-6b86b2	P21	Q6581097	Q3046190-Paward_count-6b86b2-P21-Q6581097-0000
Q3062294	Paward_count	1	Q3062294-Paward_count-6b86b2
Q3062294-Paward_count-6b86b2	P21	Q6581097	Q3062294-Paward_count-6b86b2-P21-Q6581097-0000
Q31579	Paward_count	1	Q31579-Paward_count-6b86b2
Q31579-Paward_count-6b86b2	P21	Q6581072	Q31579-Paward_count-6b86b2-P21-Q6581072-0000
Q31579	Paward_count	10	Q31579-Paward_count-4a44dc
Q31579-Paward_count-4a44dc	P21	Q6581097	Q31579-Paward_count-4a44dc-P21-Q6581097-0000
Q3181383	Paward_count	1	Q3181383-Paward_count-6b86b2
Q3181383-Paward_count-6b86b2	P21	Q6581072	Q3181383-Paward_count-6b86b2-P21-Q6581072-0000
Q3181383	Paward_count	1	Q3181383-Paward_count-6b86b2
Q3181383-Paward_count-6b86b2	P21	Q6581097	Q3181383-Paward_count-6b86b2-P21-Q6581097-0000
Q3252795	Paward_count	10	Q3252795-Paward_count-4a44dc
Q3252795-Paward_count-4a44dc	P21	Q6581097	Q3252795-Paward_count-4a44dc-P21-Q6581097-0000
Q329157	Paward_count	1	Q329157-Paward_count-6b86b2
Q329157-Paward_count-6b86b2	P21	Q6581097	Q329157-Paward_count-6b86b2-P21-Q6581097-0000
Q3302125	Paward_count	2	Q3302125-Paward_count-d4735e
Q3302125-Paward_count-d4735e	P21	Q6581072	Q3302125-Paward_count-d4735e-P21-Q6581072-0000
Q3302125	Paward_count	25	Q3302125-Paward_count-b7a568
Q3302125-Paward_count-b7a568	P21	Q6581097	Q3302125-Paward_count-b7a568-P21-Q6581097-0000
Q3320743	Paward_count	2	Q3320743-Paward_count-d4735e
Q3320743-Paward_count-d4735e	P21	Q6581072	Q3320743-Paward_count-d4735e-P21-Q6581072-0000
Q3320743	Paward_count	42	Q3320743-Paward_count-73475c
Q3320743-Paward_count-73475c	P21	Q6581097	Q3320743-Paward_count-73475c-P21-Q6581097-0000
Q3332417	Paward_count	15	Q3332417-Paward_count-e629fa
Q3332417-Paward_count-e629fa	P21	Q6581097	Q3332417-Paward_count-e629fa-P21-Q6581097-0000
Q337330	Paward_count	2	Q337330-Paward_count-d4735e
Q337330-Paward_count-d4735e	P21	Q6581097	Q337330-Paward_count-d4735e-P21-Q6581097-0000
Q3517351	Paward_count	1	Q3517351-Paward_count-6b86b2
Q3517351-Paward_count-6b86b2	P21	Q6581072	Q3517351-Paward_count-6b86b2-P21-Q6581072-0000
Q355567	Paward_count	36	Q355567-Paward_count-76a508
Q355567-Paward_count-76a508	P21	Q6581097	Q355567-Paward_count-76a508-P21-Q6581097-0000
Q378427	Paward_count	4	Q378427-Paward_count-4b2277
Q378427-Paward_count-4b2277	P21	Q6581072	Q378427-Paward_count-4b2277-P21-Q6581072-0000
Q378427	Paward_count	22	Q378427-Paward_count-785f3e
Q378427-Paward_count-785f3e	P21	Q6581097	Q378427-Paward_count-785f3e-P21-Q6581097-0000
Q380093	Paward_count	1	Q380093-Paward_count-6b86b2
Q380093-Paward_count-6b86b2	P21	Q6581097	Q380093-Paward_count-6b86b2-P21-Q6581097-0000
Q38033430	Paward_count	72	Q38033430-Paward_count-872261
Q38033430-Paward_count-872261	P21	Q6581072	Q38033430-Paward_count-872261-P21-Q6581072-0000
Q38033430	Paward_count	171	Q38033430-Paward_count-284de5
Q38033430-Paward_count-284de5	P21	Q6581097	Q38033430-Paward_count-284de5-P21-Q6581097-0000
Q391629	Paward_count	1	Q391629-Paward_count-6b86b2
Q391629-Paward_count-6b86b2	P21	Q6581072	Q391629-Paward_count-6b86b2-P21-Q6581072-0000
Q391629	Paward_count	1	Q391629-Paward_count-6b86b2
Q391629-Paward_count-6b86b2	P21	Q6581097	Q391629-Paward_count-6b86b2-P21-Q6581097-0000
Q40024	Paward_count	3	Q40024-Paward_count-4e0740
Q40024-Paward_count-4e0740	P21	Q6581072	Q40024-Paward_count-4e0740-P21-Q6581072-0000
Q40024	Paward_count	6	Q40024-Paward_count-e7f6c0
Q40024-Paward_count-e7f6c0	P21	Q6581097	Q40024-Paward_count-e7f6c0-P21-Q6581097-0000
Q4002659	Paward_count	33	Q4002659-Paward_count-c6f3ac
Q4002659-Paward_count-c6f3ac	P21	Q6581072	Q4002659-Paward_count-c6f3ac-P21-Q6581072-0000
Q4002659	Paward_count	133	Q4002659-Paward_count-d2f483
Q4002659-Paward_count-d2f483	P21	Q6581097	Q4002659-Paward_count-d2f483-P21-Q6581097-0000
Q40237	Paward_count	21	Q40237-Paward_count-6f4b66
Q40237-Paward_count-6f4b66	P21	Q6581072	Q40237-Paward_count-6f4b66-P21-Q6581072-0000
Q40237	Paward_count	72	Q40237-Paward_count-872261
Q40237-Paward_count-872261	P21	Q6581097	Q40237-Paward_count-872261-P21-Q6581097-0000
Q41254	Paward_count	5	Q41254-Paward_count-ef2d12
Q41254-Paward_count-ef2d12	P21	Q6581072	Q41254-Paward_count-ef2d12-P21-Q6581072-0000
Q41254	Paward_count	7	Q41254-Paward_count-790269
Q41254-Paward_count-790269	P21	Q6581097	Q41254-Paward_count-790269-P21-Q6581097-0000
Q4220917	Paward_count	47	Q4220917-Paward_count-314890
Q4220917-Paward_count-314890	P21	Q6581072	Q4220917-Paward_count-314890-P21-Q6581072-0000
Q4220917	Paward_count	106	Q4220917-Paward_count-482d96
Q4220917-Paward_count-482d96	P21	Q6581097	Q4220917-Paward_count-482d96-P21-Q6581097-0000
Q42245028	Paward_count	10	Q42245028-Paward_count-4a44dc
Q42245028-Paward_count-4a44dc	P21	Q6581097	Q42245028-Paward_count-4a44dc-P21-Q6581097-0000
Q4240305	Paward_count	41	Q4240305-Paward_count-3d914f
Q4240305-Paward_count-3d914f	P21	Q6581097	Q4240305-Paward_count-3d914f-P21-Q6581097-0000
Q43229	Paward_count	1	Q43229-Paward_count-6b86b2
Q43229-Paward_count-6b86b2	P21	Q6581097	Q43229-Paward_count-6b86b2-P21-Q6581097-0000
Q4686372	Paward_count	6	Q4686372-Paward_count-e7f6c0
Q4686372-Paward_count-e7f6c0	P21	Q6581097	Q4686372-Paward_count-e7f6c0-P21-Q6581097-0000
Q4745579	Paward_count	1	Q4745579-Paward_count-6b86b2
Q4745579-Paward_count-6b86b2	P21	Q6581072	Q4745579-Paward_count-6b86b2-P21-Q6581072-0000
Q4745579	Paward_count	1	Q4745579-Paward_count-6b86b2
Q4745579-Paward_count-6b86b2	P21	Q6581097	Q4745579-Paward_count-6b86b2-P21-Q6581097-0000
Q474717	Paward_count	11	Q474717-Paward_count-4fc82b
Q474717-Paward_count-4fc82b	P21	Q6581097	Q474717-Paward_count-4fc82b-P21-Q6581097-0000
Q47502370	Paward_count	4	Q47502370-Paward_count-4b2277
Q47502370-Paward_count-4b2277	P21	Q6581072	Q47502370-Paward_count-4b2277-P21-Q6581072-0000
Q47502370	Paward_count	16	Q47502370-Paward_count-b17ef6
Q47502370-Paward_count-b17ef6	P21	Q6581097	Q47502370-Paward_count-b17ef6-P21-Q6581097-0000
Q49025	Paward_count	5	Q49025-Paward_count-ef2d12
Q49025-Paward_count-ef2d12	P21	Q6581097	Q49025-Paward_count-ef2d12-P21-Q6581097-0000
Q494588	Paward_count	1	Q494588-Paward_count-6b86b2
Q494588-Paward_count-6b86b2	P21	Q6581097	Q494588-Paward_count-6b86b2-P21-Q6581097-0000
Q5	Paward_count	1	Q5-Paward_count-6b86b2
Q5-Paward_count-6b86b2	P21	Q6581097	Q5-Paward_count-6b86b2-P21-Q6581097-0000
Q5003624	Paward_count	2	Q5003624-Paward_count-d4735e
Q5003624-Paward_count-d4735e	P21	Q6581097	Q5003624-Paward_count-d4735e-P21-Q6581097-0000
Q5124642	Paward_count	2	Q5124642-Paward_count-d4735e
Q5124642-Paward_count-d4735e	P21	Q6581072	Q5124642-Paward_count-d4735e-P21-Q6581072-0000
Q5124642	Paward_count	34	Q5124642-Paward_count-86e501
Q5124642-Paward_count-86e501	P21	Q6581097	Q5124642-Paward_count-86e501-P21-Q6581097-0000
Q524980	Paward_count	3	Q524980-Paward_count-4e0740
Q524980-Paward_count-4e0740	P21	Q6581097	Q524980-Paward_count-4e0740-P21-Q6581097-0000
Q55134479	Paward_count	1	Q55134479-Paward_count-6b86b2
Q55134479-Paward_count-6b86b2	P21	Q6581072	Q55134479-Paward_count-6b86b2-P21-Q6581072-0000
Q55134479	Paward_count	15	Q55134479-Paward_count-e629fa
Q55134479-Paward_count-e629fa	P21	Q6581097	Q55134479-Paward_count-e629fa-P21-Q6581097-0000
Q56019	Paward_count	4	Q56019-Paward_count-4b2277
Q56019-Paward_count-4b2277	P21	Q6581097	Q56019-Paward_count-4b2277-P21-Q6581097-0000
Q56116950	Paward_count	44	Q56116950-Paward_count-71ee45
Q56116950-Paward_count-71ee45	P21	Q6581072	Q56116950-Paward_count-71ee45-P21-Q6581072-0000
Q56116950	Paward_count	84	Q56116950-Paward_count-44c803
Q56116950-Paward_count-44c803	P21	Q6581097	Q56116950-Paward_count-44c803-P21-Q6581097-0000
Q56291528	Paward_count	3	Q56291528-Paward_count-4e0740
Q56291528-Paward_count-4e0740	P21	Q6581072	Q56291528-Paward_count-4e0740-P21-Q6581072-0000
Q56291528	Paward_count	37	Q56291528-Paward_count-7a61b5
Q56291528-Paward_count-7a61b5	P21	Q6581097	Q56291528-Paward_count-7a61b5-P21-Q6581097-0000
