node1	label	node2	id
P1132	P31	Q22964785	P1132-P31-Q22964785-ca73dd5f-0
P1133	P31	Q18618628	P1133-P31-Q18618628-9929c7c5-0
P1133	P31	Q62589316	P1133-P31-Q62589316-2912abfd-0
P1138	P31	Q55653847	P1138-P31-Q55653847-5d5499ad-0
P1139	P31	Q22964966	P1139-P31-Q22964966-41d16b01-0
P1142	P31	Q12909644	P1142-P31-Q12909644-4489450d-0
P1142	P31	Q22984475	P1142-P31-Q22984475-d59cd2f0-0
P1143	P31	Q29547399	P1143-P31-Q29547399-b58be309-0
P1143	P31	Q96776953	P1143-P31-Q96776953-05dadf29-0
P1144	P31	Q19833377	P1144-P31-Q19833377-0e551633-0
P1144	P31	Q29547399	P1144-P31-Q29547399-76bbaa32-0
P1144	P31	Q96776953	P1144-P31-Q96776953-397ea011-0
P1146	P31	Q19595382	P1146-P31-Q19595382-7cb94a9f-0
P1146	P31	Q28772038	P1146-P31-Q28772038-949e275e-0
P1146	P31	Q93436926	P1146-P31-Q93436926-59518ddb-0
P1149	P31	Q95388829	P1149-P31-Q95388829-8a0ac386-0
P115	P31	Q19829914	P115-P31-Q19829914-f3ec2e20-0
P115	P31	Q22964372	P115-P31-Q22964372-d101beb3-0
P115	P31	Q22964785	P115-P31-Q22964785-3a413e90-0
P115	P31	Q27525351	P115-P31-Q27525351-0dd74dee-0
P1150	P31	Q95388829	P1150-P31-Q95388829-38d41c29-0
P1151	P31	Q51118821	P1151-P31-Q51118821-8b92e27b-0
P1153	P31	Q19595382	P1153-P31-Q19595382-cb0cdfb4-0
P1153	P31	Q62589320	P1153-P31-Q62589320-de3b51a7-0
P1153	P31	Q80840868	P1153-P31-Q80840868-26811ca7-0
P1154	P31	Q19833377	P1154-P31-Q19833377-8839b7dd-0
P1154	P31	Q29548341	P1154-P31-Q29548341-75d758e0-0
P1154	P31	Q80840868	P1154-P31-Q80840868-adbaceab-0
P1155	P31	Q21745557	P1155-P31-Q21745557-85da8e1d-0
P1155	P31	Q80840868	P1155-P31-Q80840868-ca55033c-0
P1156	P31	Q57589544	P1156-P31-Q57589544-a96271a9-0
P1156	P31	Q80840868	P1156-P31-Q80840868-8a744f7d-0
P1160	P31	Q27038669	P1160-P31-Q27038669-13e93bcd-0
P1160	P31	Q57589544	P1160-P31-Q57589544-03b7b7f4-0
P1168	P31	Q55977691	P1168-P31-Q55977691-af40c18b-0
P1174	P31	Q19829914	P1174-P31-Q19829914-5c5898b7-0
P118	P31	Q22964372	P118-P31-Q22964372-c05413da-0
P1181	P31	Q22988631	P1181-P31-Q22988631-37edc5f6-0
P1182	P31	Q29547399	P1182-P31-Q29547399-d2bd2056-0
P1182	P31	Q96776953	P1182-P31-Q96776953-06a11389-0
P1183	P31	Q19847637	P1183-P31-Q19847637-0c4f17bc-0
P1183	P31	Q21264328	P1183-P31-Q21264328-a28ee272-0
P1183	P31	Q24041622	P1183-P31-Q24041622-420f87ce-0
P1184	P31	Q19833377	P1184-P31-Q19833377-05c348b0-0
P1185	P31	Q19595382	P1185-P31-Q19595382-2e30af99-0
P1185	P31	Q56249073	P1185-P31-Q56249073-3fc9519a-0
P1185	P31	Q62619638	P1185-P31-Q62619638-d579ccd1-0
P1187	P31	Q19595382	P1187-P31-Q19595382-03efb1fd-0
P1187	P31	Q64289010	P1187-P31-Q64289010-7c08294c-0
P1188	P31	Q55978551	P1188-P31-Q55978551-057bfc07-0
P1188	P31	Q64289010	P1188-P31-Q64289010-8798dde2-0
P1189	P31	Q95388829	P1189-P31-Q95388829-420bdb0f-0
P119	P31	Q18608756	P119-P31-Q18608756-54d0f324-0
P119	P31	Q18635217	P119-P31-Q18635217-fb2121b5-0
P119	P31	Q22983697	P119-P31-Q22983697-844e670b-0
P119	P31	Q51122237	P119-P31-Q51122237-d2412433-0
P1190	P31	Q95388829	P1190-P31-Q95388829-e60b9ad3-0
P1191	P31	Q18618644	P1191-P31-Q18618644-b6de0073-0
P1191	P31	Q18636219	P1191-P31-Q18636219-9365db6c-0
P1191	P31	Q22965078	P1191-P31-Q22965078-dfcddade-0
P1191	P31	Q24755874	P1191-P31-Q24755874-f1257a5b-0
P1192	P31	Q22984363	P1192-P31-Q22984363-aaf1a217-0
P1193	P31	Q19887775	P1193-P31-Q19887775-11791a70-0
P1193	P31	Q22984494	P1193-P31-Q22984494-7ac9428c-0
P1196	P31	Q18608756	P1196-P31-Q18608756-de2af00e-0
P1196	P31	Q18608871	P1196-P31-Q18608871-6c6f7ef3-0
P1198	P31	Q21451178	P1198-P31-Q21451178-c79ec7df-0
P1200	P31	Q18667213	P1200-P31-Q18667213-67352b6a-0
P1200	P31	Q24041622	P1200-P31-Q24041622-c71ef936-0
P1204	P31	Q51118821	P1204-P31-Q51118821-1f568b00-0
P121	P31	Q30025373	P121-P31-Q30025373-7c62e319-0
P121	P31	Q70564278	P121-P31-Q70564278-d9656581-0
P1214	P31	Q93433126	P1214-P31-Q93433126-27ac0d8b-0
P1216	P31	Q18618628	P1216-P31-Q18618628-2d9aca36-0
P1216	P31	Q62589316	P1216-P31-Q62589316-c44b72bb-0
P1217	P31	Q28916621	P1217-P31-Q28916621-27bba452-0
P1217	P31	Q46275839	P1217-P31-Q46275839-2ac6d59c-0
P1218	P31	Q19833377	P1218-P31-Q19833377-0b9152cf-0
P1218	P31	Q24755874	P1218-P31-Q24755874-9c24e631-0
P1219	P31	Q19833377	P1219-P31-Q19833377-f071af0f-0
P1219	P31	Q24755874	P1219-P31-Q24755874-46063846-0
P122	P31	Q22984475	P122-P31-Q22984475-6ee88f4f-0
P122	P31	Q22997934	P122-P31-Q22997934-930a1428-0
P1220	P31	Q19595382	P1220-P31-Q19595382-0ad9704a-0
P123	P31	Q18608359	P123-P31-Q18608359-7eecc70b-0
P123	P31	Q21126229	P123-P31-Q21126229-6135a281-0
P123	P31	Q29546443	P123-P31-Q29546443-857f86c9-0
P123	P31	Q57955292	P123-P31-Q57955292-229d7032-0
P1230	P31	Q57589544	P1230-P31-Q57589544-3c78adf4-0
P1232	P31	Q19847637	P1232-P31-Q19847637-a6d1c929-0
P1232	P31	Q20824104	P1232-P31-Q20824104-9b2265a8-0
P1233	P31	Q19595382	P1233-P31-Q19595382-e2f0122b-0
P1234	P31	Q19833377	P1234-P31-Q19833377-2bc570dc-0
P1234	P31	Q29547399	P1234-P31-Q29547399-fedf80bd-0
P1235	P31	Q19833377	P1235-P31-Q19833377-bf669514-0
P1235	P31	Q22964274	P1235-P31-Q22964274-6e7af283-0
P1237	P31	Q66480643	P1237-P31-Q66480643-4931d71a-0
P1239	P31	Q21745557	P1239-P31-Q21745557-98f71576-0
P1240	P31	Q18618644	P1240-P31-Q18618644-488f599b-0
P1240	P31	Q21099935	P1240-P31-Q21099935-4eb3c6d2-0
P1242	P31	Q19833377	P1242-P31-Q19833377-8ca645f9-0
P1242	P31	Q24755874	P1242-P31-Q24755874-72fbff2d-0
P1243	P31	Q27038669	P1243-P31-Q27038669-e24d007a-0
P1248	P31	Q24075706	P1248-P31-Q24075706-43ede32b-0
P1249	P31	Q18636219	P1249-P31-Q18636219-69501e95-0
P1250	P31	Q57589544	P1250-P31-Q57589544-86d5a5d2-0
P1253	P31	Q55650689	P1253-P31-Q55650689-5b1a6b8e-0
P1253	P31	Q60457486	P1253-P31-Q60457486-b06fbb72-0
P1255	P31	Q19595382	P1255-P31-Q19595382-85cf681d-0
P1255	P31	Q21745557	P1255-P31-Q21745557-9db58c0b-0
P1256	P31	Q18614948	P1256-P31-Q18614948-fd250f3e-0
P1256	P31	Q18618644	P1256-P31-Q18618644-c97dd995-0
P1256	P31	Q27918607	P1256-P31-Q27918607-9a704945-0
P1256	P31	Q62589316	P1256-P31-Q62589316-df7c7e26-0
P1257	P31	Q18618644	P1257-P31-Q18618644-74c468ea-0
P1257	P31	Q27918607	P1257-P31-Q27918607-1237dd51-0
P1257	P31	Q28464773	P1257-P31-Q28464773-a26f2fbf-0
P1258	P31	Q102348160	P1258-P31-Q102348160-b534a47f-0
P1258	P31	Q19595382	P1258-P31-Q19595382-fb668625-0
P1258	P31	Q22964274	P1258-P31-Q22964274-158c8f75-0
P1258	P31	Q29542094	P1258-P31-Q29542094-2b640c7e-0
P126	P31	Q30025373	P126-P31-Q30025373-12788ab7-0
P1264	P31	Q15720608	P1264-P31-Q15720608-e26e1e3c-0
P1264	P31	Q61719275	P1264-P31-Q61719275-642553be-0
P1264	P31	Q70564278	P1264-P31-Q70564278-b8efeed1-0
P1265	P31	Q29542094	P1265-P31-Q29542094-761f8010-0
P1266	P31	Q19595382	P1266-P31-Q19595382-8351860d-0
P1266	P31	Q22964274	P1266-P31-Q22964274-24d2056d-0
P1267	P31	Q55663533	P1267-P31-Q55663533-97060f1c-0
P1268	P31	Q18616576	P1268-P31-Q18616576-27577a00-0
P1269	P31	Q18616576	P1269-P31-Q18616576-e1caeb1c-0
P127	P31	Q18608993	P127-P31-Q18608993-0f2737da-0
P127	P31	Q30025373	P127-P31-Q30025373-72040dd8-0
P127	P31	Q64830420	P127-P31-Q64830420-f4ef36d4-0
P127	P31	Q98929163	P127-P31-Q98929163-0f1e0ee6-0
P1273	P31	Q19595382	P1273-P31-Q19595382-3e47f228-0
P1273	P31	Q55586529	P1273-P31-Q55586529-db00c3f6-0
P1274	P31	Q19833377	P1274-P31-Q19833377-b667fee0-0
P1274	P31	Q29547399	P1274-P31-Q29547399-66deb51f-0
P1278	P31	Q21745557	P1278-P31-Q21745557-797340e7-0
P1278	P31	Q22964476	P1278-P31-Q22964476-eb89fe2f-0
P1278	P31	Q27038669	P1278-P31-Q27038669-379dea4e-0
P1278	P31	Q48710051	P1278-P31-Q48710051-fb26fde7-0
P1280	P31	Q19595382	P1280-P31-Q19595382-13d23cc8-0
P1280	P31	Q21745557	P1280-P31-Q21745557-d61afef3-0
P1280	P31	Q55586529	P1280-P31-Q55586529-d0db16d9-0
P1282	P31	Q19829908	P1282-P31-Q19829908-04b33f9b-0
P1282	P31	Q24075706	P1282-P31-Q24075706-0d77ad5c-0
P1282	P31	Q62589316	P1282-P31-Q62589316-15b1dac4-0
P1288	P31	Q19595382	P1288-P31-Q19595382-beed4d4e-0
P1288	P31	Q55452870	P1288-P31-Q55452870-c73afb00-0
P1289	P31	Q19847637	P1289-P31-Q19847637-5f04052d-0
P1289	P31	Q29561722	P1289-P31-Q29561722-4858ab14-0
P1289	P31	Q55452870	P1289-P31-Q55452870-b9cbcab1-0
P129	P31	Q22981316	P129-P31-Q22981316-8666e5ab-0
P1290	P31	Q22964231	P1290-P31-Q22964231-f9e89a2b-0
P1292	P31	Q29547399	P1292-P31-Q29547399-b72f7d3b-0
P1292	P31	Q96776953	P1292-P31-Q96776953-bb476303-0
P1294	P31	Q18614948	P1294-P31-Q18614948-18d3da49-0
P1296	P31	Q55452870	P1296-P31-Q55452870-76a21fad-0
P1297	P31	Q19847637	P1297-P31-Q19847637-b38f8260-0
P1297	P31	Q26235166	P1297-P31-Q26235166-0807f464-0
P1299	P31	Q18616576	P1299-P31-Q18616576-23c613fa-0
P1304	P31	Q21451178	P1304-P31-Q21451178-cc6972c4-0
P1304	P31	Q22997934	P1304-P31-Q22997934-e5e9c075-0
P1305	P31	Q28916621	P1305-P31-Q28916621-eaca3f4b-0
P1308	P31	Q18608871	P1308-P31-Q18608871-0f3ae888-0
P1308	P31	Q18608993	P1308-P31-Q18608993-88233551-0
P131	P31	Q18615777	P131-P31-Q18615777-0cef4dd7-0
P131	P31	Q18647515	P131-P31-Q18647515-b1b207a1-0
P131	P31	Q18647519	P131-P31-Q18647519-c9cf571b-0
P131	P31	Q70564278	P131-P31-Q70564278-300ac9d0-0
P1310	P31	Q15720608	P1310-P31-Q15720608-2b98d0cb-0
P1313	P31	Q18608993	P1313-P31-Q18608993-59e4e4c8-0
P1313	P31	Q22984475	P1313-P31-Q22984475-32c30a14-0
P1313	P31	Q22997934	P1313-P31-Q22997934-f0b60970-0
P1314	P31	Q29446361	P1314-P31-Q29446361-1049cddd-0
P1315	P31	Q19595382	P1315-P31-Q19595382-a4e46e2f-0
P1315	P31	Q96776953	P1315-P31-Q96776953-f377a649-0
P1317	P31	Q18608756	P1317-P31-Q18608756-042aa261-0
P1317	P31	Q22661913	P1317-P31-Q22661913-cb2d742a-0
P1318	P31	Q18608871	P1318-P31-Q18608871-6669ccd2-0
P1319	P31	Q15720608	P1319-P31-Q15720608-7b742d5d-0
P1320	P31	Q21745557	P1320-P31-Q21745557-df8fa570-0
P1321	P31	Q18608871	P1321-P31-Q18608871-1df87473-0
P1323	P31	Q18614948	P1323-P31-Q18614948-ef44b549-0
P1323	P31	Q19887775	P1323-P31-Q19887775-00111bf1-0
P1325	P31	Q18616576	P1325-P31-Q18616576-ba4960cb-0
P1326	P31	Q15720608	P1326-P31-Q15720608-8c9c9135-0
P1327	P31	Q18608871	P1327-P31-Q18608871-f6684a96-0
P1329	P31	Q19847637	P1329-P31-Q19847637-feaa1107-0
P1329	P31	Q24239898	P1329-P31-Q24239898-1ecc3a86-0
P1329	P31	Q26935994	P1329-P31-Q26935994-79cdee69-0
P1329	P31	Q57955292	P1329-P31-Q57955292-047b7458-0
P1330	P31	Q24075706	P1330-P31-Q24075706-4f63a00a-0
P1330	P31	Q27525351	P1330-P31-Q27525351-7f11cca6-0
P1331	P31	Q93433126	P1331-P31-Q93433126-a259d937-0
P1336	P31	Q19829914	P1336-P31-Q19829914-f9730dae-0
P1336	P31	Q22997934	P1336-P31-Q22997934-f9bc1130-0
P1339	P31	Q102046040	P1339-P31-Q102046040-ef50b063-0
P1339	P31	Q28100241	P1339-P31-Q28100241-4fd12e94-0
P1340	P31	Q18608871	P1340-P31-Q18608871-faced3dc-0
P1340	P31	Q60464703	P1340-P31-Q60464703-ee76f96a-0
P1340	P31	Q70564278	P1340-P31-Q70564278-c9075092-0
P1341	P31	Q93433126	P1341-P31-Q93433126-751fe088-0
P1342	P31	Q18608993	P1342-P31-Q18608993-77e68e55-0
P1343	P31	Q18608359	P1343-P31-Q18608359-6d338071-0
P1344	P31	Q18608871	P1344-P31-Q18608871-3c0b6462-0
P1344	P31	Q18608993	P1344-P31-Q18608993-dc470db7-0
P1345	P31	Q102046040	P1345-P31-Q102046040-680579db-0
P1345	P31	Q18608871	P1345-P31-Q18608871-d83715e7-0
P1346	P31	Q22964785	P1346-P31-Q22964785-a1442d36-0
P1346	P31	Q28106586	P1346-P31-Q28106586-5a139ce6-0
P1347	P31	Q102046040	P1347-P31-Q102046040-6f00e3df-0
P1347	P31	Q18608756	P1347-P31-Q18608756-662e5cbe-0
P135	P31	Q18608871	P135-P31-Q18608871-969852f2-0
P135	P31	Q18608993	P135-P31-Q18608993-0ea50fc9-0
P135	P31	Q18618644	P135-P31-Q18618644-54a45334-0
P1352	P31	Q22964372	P1352-P31-Q22964372-d454b6c6-0
P1352	P31	Q22965078	P1352-P31-Q22965078-86a056b4-0
P1352	P31	Q28106456	P1352-P31-Q28106456-5327b311-0
P1354	P31	Q15720608	P1354-P31-Q15720608-f546e92e-0
P1354	P31	Q18618644	P1354-P31-Q18618644-302a13b6-0
P1354	P31	Q28464773	P1354-P31-Q28464773-50eb6976-0
P1354	P31	Q70564278	P1354-P31-Q70564278-5c7df733-0
P136	P31	Q18608871	P136-P31-Q18608871-1e94fa99-0
P136	P31	Q18618644	P136-P31-Q18618644-0a1a9420-0
P136	P31	Q70564278	P136-P31-Q70564278-0276d6ff-0
P1365	P31	Q15720608	P1365-P31-Q15720608-aa4a3942-0
P1365	P31	Q18616576	P1365-P31-Q18616576-d180f29e-0
P1366	P31	Q15720608	P1366-P31-Q15720608-2dba0fdf-0
P1366	P31	Q18616576	P1366-P31-Q18616576-5330973b-0
P1367	P31	Q55653847	P1367-P31-Q55653847-9dae45de-0
P1367	P31	Q62589316	P1367-P31-Q62589316-02b0762f-0
P137	P31	Q30025373	P137-P31-Q30025373-d6c63c78-0
P137	P31	Q70564278	P137-P31-Q70564278-1c952d9d-0
P1373	P31	Q22984363	P1373-P31-Q22984363-78117255-0
P1376	P31	Q18615777	P1376-P31-Q18615777-bd21144b-0
P1377	P31	Q56249389	P1377-P31-Q56249389-b6ce4964-0
P1378	P31	Q56249389	P1378-P31-Q56249389-e7e23b50-0
P138	P31	Q19643892	P138-P31-Q19643892-6cc0f776-0
P1382	P31	Q18647518	P1382-P31-Q18647518-25ca47f0-0
P1382	P31	Q28100549	P1382-P31-Q28100549-ded88334-0
P1383	P31	Q19829914	P1383-P31-Q19829914-964d398c-0
P1387	P31	Q22984475	P1387-P31-Q22984475-580af7a5-0
P1387	P31	Q57955292	P1387-P31-Q57955292-8920581c-0
P1388	P31	Q55977691	P1388-P31-Q55977691-3a46f98e-0
P1392	P31	Q19595382	P1392-P31-Q19595382-e2b71b38-0
P1392	P31	Q28902389	P1392-P31-Q28902389-58f9019e-0
P1398	P31	Q22964966	P1398-P31-Q22964966-9535c695-0
P1399	P31	Q22984026	P1399-P31-Q22984026-81272999-0
P1399	P31	Q57955292	P1399-P31-Q57955292-fef5767a-0
P14	P31	Q18610173	P14-P31-Q18610173-2615f0eb-0
P14	P31	Q23069616	P14-P31-Q23069616-19a563ce-0
P14	P31	Q26940804	P14-P31-Q26940804-2b8a1352-0
P140	P31	Q18608871	P140-P31-Q18608871-e675cc9e-0
P140	P31	Q22983697	P140-P31-Q22983697-257c7572-0
P140	P31	Q3702971	P140-P31-Q3702971-74428311-0
P1400	P31	Q28916621	P1400-P31-Q28916621-fd43c85e-0
P1402	P31	Q18614948	P1402-P31-Q18614948-1731c0ac-0
P1402	P31	Q42752262	P1402-P31-Q42752262-9de924e7-0
P1407	P31	Q24075706	P1407-P31-Q24075706-1a797812-0
P1407	P31	Q28146956	P1407-P31-Q28146956-8f12082e-0
P1409	P31	Q19595382	P1409-P31-Q19595382-753d77f8-0
P1409	P31	Q23660994	P1409-P31-Q23660994-e07d6a2b-0
P1409	P31	Q93436926	P1409-P31-Q93436926-bc2731ce-0
P1410	P31	Q18608993	P1410-P31-Q18608993-0fd1fa02-0
P1410	P31	Q22984475	P1410-P31-Q22984475-3fa0cf03-0
P1411	P31	Q56150830	P1411-P31-Q56150830-00eed000-0
P1411	P31	Q57955292	P1411-P31-Q57955292-631f67d4-0
P1412	P31	Q18608871	P1412-P31-Q18608871-85772ac7-0
P1412	P31	Q18616084	P1412-P31-Q18616084-5d0d1152-0
P1412	P31	Q26935994	P1412-P31-Q26935994-fe3adf21-0
P1416	P31	Q57955292	P1416-P31-Q57955292-19269fd6-0
P1417	P31	Q55452870	P1417-P31-Q55452870-8d264c23-0
P1417	P31	Q62589316	P1417-P31-Q62589316-98f80473-0
P1419	P31	Q22964093	P1419-P31-Q22964093-55353805-0
P1419	P31	Q70564278	P1419-P31-Q70564278-dafff48b-0
P1422	P31	Q19595382	P1422-P31-Q19595382-4cd9a6db-0
P1422	P31	Q27918607	P1422-P31-Q27918607-064d8191-0
P1423	P31	Q51118703	P1423-P31-Q51118703-f01ef0f4-0
