node1	label	node2	id
P1128-Pproperty_units_used-Q11563	P1114	1	P1128-Pproperty_units_used-Q11563-P1114-1-0000
P1128	Pproperty_units_used	Q24229398	P1128-Pproperty_units_used-Q24229398
P1128-Pproperty_units_used-Q24229398	P1114	1	P1128-Pproperty_units_used-Q24229398-P1114-1-0000
P1128	Pproperty_units_used	Q561904	P1128-Pproperty_units_used-Q561904
P1128-Pproperty_units_used-Q561904	P1114	1	P1128-Pproperty_units_used-Q561904-P1114-1-0000
P1181	Pproperty_units_used	Q39369	P1181-Pproperty_units_used-Q39369
P1181-Pproperty_units_used-Q39369	P1114	1	P1181-Pproperty_units_used-Q39369-P1114-1-0000
P1198	Pproperty_units_used	Q11229	P1198-Pproperty_units_used-Q11229
P1198-Pproperty_units_used-Q11229	P1114	198	P1198-Pproperty_units_used-Q11229-P1114-198-0000
P1301	Pproperty_units_used	Q132911	P1301-Pproperty_units_used-Q132911
P1301-Pproperty_units_used-Q132911	P1114	1	P1301-Pproperty_units_used-Q132911-P1114-1-0000
P1436	Pproperty_units_used	Q2198779	P1436-Pproperty_units_used-Q2198779
P1436-Pproperty_units_used-Q2198779	P1114	5	P1436-Pproperty_units_used-Q2198779-P1114-5-0000
P1436	Pproperty_units_used	Q11723795	P1436-Pproperty_units_used-Q11723795
P1436-Pproperty_units_used-Q11723795	P1114	2	P1436-Pproperty_units_used-Q11723795-P1114-2-0000
P1436	Pproperty_units_used	Q39297	P1436-Pproperty_units_used-Q39297
P1436-Pproperty_units_used-Q39297	P1114	2	P1436-Pproperty_units_used-Q39297-P1114-2-0000
P1436	Pproperty_units_used	Q1807432	P1436-Pproperty_units_used-Q1807432
P1436-Pproperty_units_used-Q1807432	P1114	1	P1436-Pproperty_units_used-Q1807432-P1114-1-0000
P1436	Pproperty_units_used	Q216665	P1436-Pproperty_units_used-Q216665
P1436-Pproperty_units_used-Q216665	P1114	1	P1436-Pproperty_units_used-Q216665-P1114-1-0000
P1436	Pproperty_units_used	Q4006	P1436-Pproperty_units_used-Q4006
P1436-Pproperty_units_used-Q4006	P1114	1	P1436-Pproperty_units_used-Q4006-P1114-1-0000
P1436	Pproperty_units_used	Q4406616	P1436-Pproperty_units_used-Q4406616
P1436-Pproperty_units_used-Q4406616	P1114	1	P1436-Pproperty_units_used-Q4406616-P1114-1-0000
P1436	Pproperty_units_used	Q66370783	P1436-Pproperty_units_used-Q66370783
P1436-Pproperty_units_used-Q66370783	P1114	1	P1436-Pproperty_units_used-Q66370783-P1114-1-0000
P1436	Pproperty_units_used	Q87167	P1436-Pproperty_units_used-Q87167
P1436-Pproperty_units_used-Q87167	P1114	1	P1436-Pproperty_units_used-Q87167-P1114-1-0000
P1539	Pproperty_units_used	Q5	P1539-Pproperty_units_used-Q5
P1539-Pproperty_units_used-Q5	P1114	35	P1539-Pproperty_units_used-Q5-P1114-35-0000
P1540	Pproperty_units_used	Q5	P1540-Pproperty_units_used-Q5
P1540-Pproperty_units_used-Q5	P1114	35	P1540-Pproperty_units_used-Q5-P1114-35-0000
P1689	Pproperty_units_used	Q11229	P1689-Pproperty_units_used-Q11229
P1689-Pproperty_units_used-Q11229	P1114	2	P1689-Pproperty_units_used-Q11229-P1114-2-0000
P1971	Pproperty_units_used	Q30417	P1971-Pproperty_units_used-Q30417
P1971-Pproperty_units_used-Q30417	P1114	1	P1971-Pproperty_units_used-Q30417-P1114-1-0000
P2043	Pproperty_units_used	Q828224	P2043-Pproperty_units_used-Q828224
P2043-Pproperty_units_used-Q828224	P1114	1518	P2043-Pproperty_units_used-Q828224-P1114-1518-0000
P2043	Pproperty_units_used	Q253276	P2043-Pproperty_units_used-Q253276
P2043-Pproperty_units_used-Q253276	P1114	65	P2043-Pproperty_units_used-Q253276-P1114-65-0000
P2043	Pproperty_units_used	Q11573	P2043-Pproperty_units_used-Q11573
P2043-Pproperty_units_used-Q11573	P1114	22	P2043-Pproperty_units_used-Q11573-P1114-22-0000
P2043	Pproperty_units_used	Q174728	P2043-Pproperty_units_used-Q174728
P2043-Pproperty_units_used-Q174728	P1114	3	P2043-Pproperty_units_used-Q174728-P1114-3-0000
P2043	Pproperty_units_used	Q3710	P2043-Pproperty_units_used-Q3710
P2043-Pproperty_units_used-Q3710	P1114	3	P2043-Pproperty_units_used-Q3710-P1114-3-0000
P2043	Pproperty_units_used	Q218593	P2043-Pproperty_units_used-Q218593
P2043-Pproperty_units_used-Q218593	P1114	1	P2043-Pproperty_units_used-Q218593-P1114-1-0000
P2044	Pproperty_units_used	Q11573	P2044-Pproperty_units_used-Q11573
P2044-Pproperty_units_used-Q11573	P1114	3744	P2044-Pproperty_units_used-Q11573-P1114-3744-0000
P2044	Pproperty_units_used	Q3710	P2044-Pproperty_units_used-Q3710
P2044-Pproperty_units_used-Q3710	P1114	175	P2044-Pproperty_units_used-Q3710-P1114-175-0000
P2045	Pproperty_units_used	Q28390	P2045-Pproperty_units_used-Q28390
P2045-Pproperty_units_used-Q28390	P1114	2	P2045-Pproperty_units_used-Q28390-P1114-2-0000
P2046	Pproperty_units_used	Q712226	P2046-Pproperty_units_used-Q712226
P2046-Pproperty_units_used-Q712226	P1114	9312	P2046-Pproperty_units_used-Q712226-P1114-9312-0000
P2046	Pproperty_units_used	Q232291	P2046-Pproperty_units_used-Q232291
P2046-Pproperty_units_used-Q232291	P1114	327	P2046-Pproperty_units_used-Q232291-P1114-327-0000
P2046	Pproperty_units_used	Q25343	P2046-Pproperty_units_used-Q25343
P2046-Pproperty_units_used-Q25343	P1114	166	P2046-Pproperty_units_used-Q25343-P1114-166-0000
P2046	Pproperty_units_used	Q35852	P2046-Pproperty_units_used-Q35852
P2046-Pproperty_units_used-Q35852	P1114	120	P2046-Pproperty_units_used-Q35852-P1114-120-0000
P2046	Pproperty_units_used	Q81292	P2046-Pproperty_units_used-Q81292
P2046-Pproperty_units_used-Q81292	P1114	26	P2046-Pproperty_units_used-Q81292-P1114-26-0000
P2046	Pproperty_units_used	Q857027	P2046-Pproperty_units_used-Q857027
P2046-Pproperty_units_used-Q857027	P1114	10	P2046-Pproperty_units_used-Q857027-P1114-10-0000
P2046	Pproperty_units_used	Q21074767	P2046-Pproperty_units_used-Q21074767
P2046-Pproperty_units_used-Q21074767	P1114	3	P2046-Pproperty_units_used-Q21074767-P1114-3-0000
P2047	Pproperty_units_used	Q7727	P2047-Pproperty_units_used-Q7727
P2047-Pproperty_units_used-Q7727	P1114	1405	P2047-Pproperty_units_used-Q7727-P1114-1405-0000
P2047	Pproperty_units_used	Q573	P2047-Pproperty_units_used-Q573
P2047-Pproperty_units_used-Q573	P1114	6	P2047-Pproperty_units_used-Q573-P1114-6-0000
P2047	Pproperty_units_used	Q11574	P2047-Pproperty_units_used-Q11574
P2047-Pproperty_units_used-Q11574	P1114	4	P2047-Pproperty_units_used-Q11574-P1114-4-0000
P2047	Pproperty_units_used	Q577	P2047-Pproperty_units_used-Q577
P2047-Pproperty_units_used-Q577	P1114	2	P2047-Pproperty_units_used-Q577-P1114-2-0000
P2047	Pproperty_units_used	Q25235	P2047-Pproperty_units_used-Q25235
P2047-Pproperty_units_used-Q25235	P1114	1	P2047-Pproperty_units_used-Q25235-P1114-1-0000
P2048	Pproperty_units_used	Q174728	P2048-Pproperty_units_used-Q174728
P2048-Pproperty_units_used-Q174728	P1114	155	P2048-Pproperty_units_used-Q174728-P1114-155-0000
P2048	Pproperty_units_used	Q11573	P2048-Pproperty_units_used-Q11573
P2048-Pproperty_units_used-Q11573	P1114	115	P2048-Pproperty_units_used-Q11573-P1114-115-0000
P2048	Pproperty_units_used	Q218593	P2048-Pproperty_units_used-Q218593
P2048-Pproperty_units_used-Q218593	P1114	28	P2048-Pproperty_units_used-Q218593-P1114-28-0000
P2048	Pproperty_units_used	Q3710	P2048-Pproperty_units_used-Q3710
P2048-Pproperty_units_used-Q3710	P1114	22	P2048-Pproperty_units_used-Q3710-P1114-22-0000
P2049	Pproperty_units_used	Q828224	P2049-Pproperty_units_used-Q828224
P2049-Pproperty_units_used-Q828224	P1114	114	P2049-Pproperty_units_used-Q828224-P1114-114-0000
P2049	Pproperty_units_used	Q11573	P2049-Pproperty_units_used-Q11573
P2049-Pproperty_units_used-Q11573	P1114	13	P2049-Pproperty_units_used-Q11573-P1114-13-0000
P2049	Pproperty_units_used	Q174728	P2049-Pproperty_units_used-Q174728
P2049-Pproperty_units_used-Q174728	P1114	2	P2049-Pproperty_units_used-Q174728-P1114-2-0000
P2049	Pproperty_units_used	Q253276	P2049-Pproperty_units_used-Q253276
P2049-Pproperty_units_used-Q253276	P1114	1	P2049-Pproperty_units_used-Q253276-P1114-1-0000
P2049	Pproperty_units_used	Q3710	P2049-Pproperty_units_used-Q3710
P2049-Pproperty_units_used-Q3710	P1114	1	P2049-Pproperty_units_used-Q3710-P1114-1-0000
P2052	Pproperty_units_used	Q180154	P2052-Pproperty_units_used-Q180154
P2052-Pproperty_units_used-Q180154	P1114	2	P2052-Pproperty_units_used-Q180154-P1114-2-0000
P2052	Pproperty_units_used	Q211256	P2052-Pproperty_units_used-Q211256
P2052-Pproperty_units_used-Q211256	P1114	1	P2052-Pproperty_units_used-Q211256-P1114-1-0000
P2053	Pproperty_units_used	Q712226	P2053-Pproperty_units_used-Q712226
P2053-Pproperty_units_used-Q712226	P1114	785	P2053-Pproperty_units_used-Q712226-P1114-785-0000
P2053	Pproperty_units_used	Q232291	P2053-Pproperty_units_used-Q232291
P2053-Pproperty_units_used-Q232291	P1114	21	P2053-Pproperty_units_used-Q232291-P1114-21-0000
P2054	Pproperty_units_used	Q13147228	P2054-Pproperty_units_used-Q13147228
P2054-Pproperty_units_used-Q13147228	P1114	3	P2054-Pproperty_units_used-Q13147228-P1114-3-0000
P2067	Pproperty_units_used	Q11570	P2067-Pproperty_units_used-Q11570
P2067-Pproperty_units_used-Q11570	P1114	67	P2067-Pproperty_units_used-Q11570-P1114-67-0000
P2067	Pproperty_units_used	Q100995	P2067-Pproperty_units_used-Q100995
P2067-Pproperty_units_used-Q100995	P1114	14	P2067-Pproperty_units_used-Q100995-P1114-14-0000
P2067	Pproperty_units_used	Q191118	P2067-Pproperty_units_used-Q191118
P2067-Pproperty_units_used-Q191118	P1114	1	P2067-Pproperty_units_used-Q191118-P1114-1-0000
P2067	Pproperty_units_used	Q613726	P2067-Pproperty_units_used-Q613726
P2067-Pproperty_units_used-Q613726	P1114	1	P2067-Pproperty_units_used-Q613726-P1114-1-0000
P2069	Pproperty_units_used	Q21088638	P2069-Pproperty_units_used-Q21088638
P2069-Pproperty_units_used-Q21088638	P1114	1	P2069-Pproperty_units_used-Q21088638-P1114-1-0000
P2073	Pproperty_units_used	Q828224	P2073-Pproperty_units_used-Q828224
P2073-Pproperty_units_used-Q828224	P1114	1	P2073-Pproperty_units_used-Q828224-P1114-1-0000
P2076	Pproperty_units_used	Q25267	P2076-Pproperty_units_used-Q25267
P2076-Pproperty_units_used-Q25267	P1114	2	P2076-Pproperty_units_used-Q25267-P1114-2-0000
P2077	Pproperty_units_used	Q21062777	P2077-Pproperty_units_used-Q21062777
P2077-Pproperty_units_used-Q21062777	P1114	1	P2077-Pproperty_units_used-Q21062777-P1114-1-0000
P2097	Pproperty_units_used	Q577	P2097-Pproperty_units_used-Q577
P2097-Pproperty_units_used-Q577	P1114	102	P2097-Pproperty_units_used-Q577-P1114-102-0000
P2101	Pproperty_units_used	Q11579	P2101-Pproperty_units_used-Q11579
P2101-Pproperty_units_used-Q11579	P1114	1	P2101-Pproperty_units_used-Q11579-P1114-1-0000
P2102	Pproperty_units_used	Q11579	P2102-Pproperty_units_used-Q11579
P2102-Pproperty_units_used-Q11579	P1114	1	P2102-Pproperty_units_used-Q11579-P1114-1-0000
P2102	Pproperty_units_used	Q25267	P2102-Pproperty_units_used-Q25267
P2102-Pproperty_units_used-Q25267	P1114	1	P2102-Pproperty_units_used-Q25267-P1114-1-0000
P2109	Pproperty_units_used	Q6982035	P2109-Pproperty_units_used-Q6982035
P2109-Pproperty_units_used-Q6982035	P1114	1	P2109-Pproperty_units_used-Q6982035-P1114-1-0000
P2119	Pproperty_units_used	Q39469927	P2119-Pproperty_units_used-Q39469927
P2119-Pproperty_units_used-Q39469927	P1114	1	P2119-Pproperty_units_used-Q39469927-P1114-1-0000
P2120	Pproperty_units_used	Q11573	P2120-Pproperty_units_used-Q11573
P2120-Pproperty_units_used-Q11573	P1114	4	P2120-Pproperty_units_used-Q11573-P1114-4-0000
P2120	Pproperty_units_used	Q828224	P2120-Pproperty_units_used-Q828224
P2120-Pproperty_units_used-Q828224	P1114	3	P2120-Pproperty_units_used-Q828224-P1114-3-0000
P2121	Pproperty_units_used	Q4917	P2121-Pproperty_units_used-Q4917
P2121-Pproperty_units_used-Q4917	P1114	4	P2121-Pproperty_units_used-Q4917-P1114-4-0000
P2121	Pproperty_units_used	Q4916	P2121-Pproperty_units_used-Q4916
P2121-Pproperty_units_used-Q4916	P1114	3	P2121-Pproperty_units_used-Q4916-P1114-3-0000
P2121	Pproperty_units_used	Q221828	P2121-Pproperty_units_used-Q221828
P2121-Pproperty_units_used-Q221828	P1114	1	P2121-Pproperty_units_used-Q221828-P1114-1-0000
P2121	Pproperty_units_used	Q25344	P2121-Pproperty_units_used-Q25344
P2121-Pproperty_units_used-Q25344	P1114	1	P2121-Pproperty_units_used-Q25344-P1114-1-0000
P2121	Pproperty_units_used	Q25417	P2121-Pproperty_units_used-Q25417
P2121-Pproperty_units_used-Q25417	P1114	1	P2121-Pproperty_units_used-Q25417-P1114-1-0000
P2124	Pproperty_units_used	Q6256	P2124-Pproperty_units_used-Q6256
P2124-Pproperty_units_used-Q6256	P1114	16	P2124-Pproperty_units_used-Q6256-P1114-16-0000
P2124	Pproperty_units_used	Q1646605	P2124-Pproperty_units_used-Q1646605
P2124-Pproperty_units_used-Q1646605	P1114	5	P2124-Pproperty_units_used-Q1646605-P1114-5-0000
P2124	Pproperty_units_used	Q16533	P2124-Pproperty_units_used-Q16533
P2124-Pproperty_units_used-Q16533	P1114	2	P2124-Pproperty_units_used-Q16533-P1114-2-0000
P2124	Pproperty_units_used	Q43229	P2124-Pproperty_units_used-Q43229
P2124-Pproperty_units_used-Q43229	P1114	1	P2124-Pproperty_units_used-Q43229-P1114-1-0000
P2124	Pproperty_units_used	Q8441	P2124-Pproperty_units_used-Q8441
P2124-Pproperty_units_used-Q8441	P1114	1	P2124-Pproperty_units_used-Q8441-P1114-1-0000
P2130	Pproperty_units_used	Q4917	P2130-Pproperty_units_used-Q4917
P2130-Pproperty_units_used-Q4917	P1114	328	P2130-Pproperty_units_used-Q4917-P1114-328-0000
P2130	Pproperty_units_used	Q4916	P2130-Pproperty_units_used-Q4916
P2130-Pproperty_units_used-Q4916	P1114	7	P2130-Pproperty_units_used-Q4916-P1114-7-0000
P2130	Pproperty_units_used	Q259502	P2130-Pproperty_units_used-Q259502
P2130-Pproperty_units_used-Q259502	P1114	2	P2130-Pproperty_units_used-Q259502-P1114-2-0000
P2130	Pproperty_units_used	Q1104069	P2130-Pproperty_units_used-Q1104069
P2130-Pproperty_units_used-Q1104069	P1114	1	P2130-Pproperty_units_used-Q1104069-P1114-1-0000
P2130	Pproperty_units_used	Q157011	P2130-Pproperty_units_used-Q157011
P2130-Pproperty_units_used-Q157011	P1114	1	P2130-Pproperty_units_used-Q157011-P1114-1-0000
P2130	Pproperty_units_used	Q16068	P2130-Pproperty_units_used-Q16068
P2130-Pproperty_units_used-Q16068	P1114	1	P2130-Pproperty_units_used-Q16068-P1114-1-0000
P2130	Pproperty_units_used	Q25224	P2130-Pproperty_units_used-Q25224
P2130-Pproperty_units_used-Q25224	P1114	1	P2130-Pproperty_units_used-Q25224-P1114-1-0000
P2130	Pproperty_units_used	Q8146	P2130-Pproperty_units_used-Q8146
P2130-Pproperty_units_used-Q8146	P1114	1	P2130-Pproperty_units_used-Q8146-P1114-1-0000
P2131	Pproperty_units_used	Q4916	P2131-Pproperty_units_used-Q4916
P2131-Pproperty_units_used-Q4916	P1114	2	P2131-Pproperty_units_used-Q4916-P1114-2-0000
P2132	Pproperty_units_used	Q4917	P2132-Pproperty_units_used-Q4917
P2132-Pproperty_units_used-Q4917	P1114	3	P2132-Pproperty_units_used-Q4917-P1114-3-0000
P2132	Pproperty_units_used	Q4916	P2132-Pproperty_units_used-Q4916
P2132-Pproperty_units_used-Q4916	P1114	2	P2132-Pproperty_units_used-Q4916-P1114-2-0000
P2134	Pproperty_units_used	Q4917	P2134-Pproperty_units_used-Q4917
P2134-Pproperty_units_used-Q4917	P1114	1	P2134-Pproperty_units_used-Q4917-P1114-1-0000
P2135	Pproperty_units_used	Q4917	P2135-Pproperty_units_used-Q4917
P2135-Pproperty_units_used-Q4917	P1114	5	P2135-Pproperty_units_used-Q4917-P1114-5-0000
P2137	Pproperty_units_used	Q131016	P2137-Pproperty_units_used-Q131016
P2137-Pproperty_units_used-Q131016	P1114	26	P2137-Pproperty_units_used-Q131016-P1114-26-0000
P2137	Pproperty_units_used	Q4917	P2137-Pproperty_units_used-Q4917
P2137-Pproperty_units_used-Q4917	P1114	9	P2137-Pproperty_units_used-Q4917-P1114-9-0000
P2137	Pproperty_units_used	Q41044	P2137-Pproperty_units_used-Q41044
P2137-Pproperty_units_used-Q41044	P1114	5	P2137-Pproperty_units_used-Q41044-P1114-5-0000
P2137	Pproperty_units_used	Q199857	P2137-Pproperty_units_used-Q199857
P2137-Pproperty_units_used-Q199857	P1114	4	P2137-Pproperty_units_used-Q199857-P1114-4-0000
P2137	Pproperty_units_used	Q203354	P2137-Pproperty_units_used-Q203354
P2137-Pproperty_units_used-Q203354	P1114	4	P2137-Pproperty_units_used-Q203354-P1114-4-0000
P2137	Pproperty_units_used	Q4916	P2137-Pproperty_units_used-Q4916
P2137-Pproperty_units_used-Q4916	P1114	3	P2137-Pproperty_units_used-Q4916-P1114-3-0000
P2138	Pproperty_units_used	Q4917	P2138-Pproperty_units_used-Q4917
P2138-Pproperty_units_used-Q4917	P1114	4	P2138-Pproperty_units_used-Q4917-P1114-4-0000
P2139	Pproperty_units_used	Q4917	P2139-Pproperty_units_used-Q4917
P2139-Pproperty_units_used-Q4917	P1114	524	P2139-Pproperty_units_used-Q4917-P1114-524-0000
P2139	Pproperty_units_used	Q4916	P2139-Pproperty_units_used-Q4916
P2139-Pproperty_units_used-Q4916	P1114	50	P2139-Pproperty_units_used-Q4916-P1114-50-0000
P2139	Pproperty_units_used	Q131016	P2139-Pproperty_units_used-Q131016
P2139-Pproperty_units_used-Q131016	P1114	29	P2139-Pproperty_units_used-Q131016-P1114-29-0000
P2139	Pproperty_units_used	Q41044	P2139-Pproperty_units_used-Q41044
P2139-Pproperty_units_used-Q41044	P1114	13	P2139-Pproperty_units_used-Q41044-P1114-13-0000
P2139	Pproperty_units_used	Q39099	P2139-Pproperty_units_used-Q39099
P2139-Pproperty_units_used-Q39099	P1114	6	P2139-Pproperty_units_used-Q39099-P1114-6-0000
P2139	Pproperty_units_used	Q199857	P2139-Pproperty_units_used-Q199857
P2139-Pproperty_units_used-Q199857	P1114	4	P2139-Pproperty_units_used-Q199857-P1114-4-0000
P2139	Pproperty_units_used	Q25224	P2139-Pproperty_units_used-Q25224
P2139-Pproperty_units_used-Q25224	P1114	4	P2139-Pproperty_units_used-Q25224-P1114-4-0000
P2139	Pproperty_units_used	Q122922	P2139-Pproperty_units_used-Q122922
P2139-Pproperty_units_used-Q122922	P1114	2	P2139-Pproperty_units_used-Q122922-P1114-2-0000
P2139	Pproperty_units_used	Q173117	P2139-Pproperty_units_used-Q173117
P2139-Pproperty_units_used-Q173117	P1114	2	P2139-Pproperty_units_used-Q173117-P1114-2-0000
P2139	Pproperty_units_used	Q123213	P2139-Pproperty_units_used-Q123213
P2139-Pproperty_units_used-Q123213	P1114	1	P2139-Pproperty_units_used-Q123213-P1114-1-0000
P2139	Pproperty_units_used	Q4730	P2139-Pproperty_units_used-Q4730
P2139-Pproperty_units_used-Q4730	P1114	1	P2139-Pproperty_units_used-Q4730-P1114-1-0000
P2139	Pproperty_units_used	Q836518	P2139-Pproperty_units_used-Q836518
P2139-Pproperty_units_used-Q836518	P1114	1	P2139-Pproperty_units_used-Q836518-P1114-1-0000
P2140	Pproperty_units_used	Q4917	P2140-Pproperty_units_used-Q4917
P2140-Pproperty_units_used-Q4917	P1114	9	P2140-Pproperty_units_used-Q4917-P1114-9-0000
P2140	Pproperty_units_used	Q11229	P2140-Pproperty_units_used-Q11229
P2140-Pproperty_units_used-Q11229	P1114	1	P2140-Pproperty_units_used-Q11229-P1114-1-0000
P2141	Pproperty_units_used	Q4917	P2141-Pproperty_units_used-Q4917
P2141-Pproperty_units_used-Q4917	P1114	10	P2141-Pproperty_units_used-Q4917-P1114-10-0000
P2141	Pproperty_units_used	Q11229	P2141-Pproperty_units_used-Q11229
P2141-Pproperty_units_used-Q11229	P1114	1	P2141-Pproperty_units_used-Q11229-P1114-1-0000
P2142	Pproperty_units_used	Q4917	P2142-Pproperty_units_used-Q4917
P2142-Pproperty_units_used-Q4917	P1114	431	P2142-Pproperty_units_used-Q4917-P1114-431-0000
P2142	Pproperty_units_used	Q4916	P2142-Pproperty_units_used-Q4916
P2142-Pproperty_units_used-Q4916	P1114	4	P2142-Pproperty_units_used-Q4916-P1114-4-0000
P2142	Pproperty_units_used	Q25224	P2142-Pproperty_units_used-Q25224
P2142-Pproperty_units_used-Q25224	P1114	3	P2142-Pproperty_units_used-Q25224-P1114-3-0000
P2142	Pproperty_units_used	Q30	P2142-Pproperty_units_used-Q30
P2142-Pproperty_units_used-Q30	P1114	1	P2142-Pproperty_units_used-Q30-P1114-1-0000
P2142	Pproperty_units_used	Q31015	P2142-Pproperty_units_used-Q31015
P2142-Pproperty_units_used-Q31015	P1114	1	P2142-Pproperty_units_used-Q31015-P1114-1-0000
P2146	Pproperty_units_used	Q573	P2146-Pproperty_units_used-Q573
P2146-Pproperty_units_used-Q573	P1114	1	P2146-Pproperty_units_used-Q573-P1114-1-0000
P2211	Pproperty_units_used	Q28390	P2211-Pproperty_units_used-Q28390
P2211-Pproperty_units_used-Q28390	P1114	12	P2211-Pproperty_units_used-Q28390-P1114-12-0000
P2213	Pproperty_units_used	Q28390	P2213-Pproperty_units_used-Q28390
P2213-Pproperty_units_used-Q28390	P1114	1	P2213-Pproperty_units_used-Q28390-P1114-1-0000
P2218	Pproperty_units_used	Q4917	P2218-Pproperty_units_used-Q4917
P2218-Pproperty_units_used-Q4917	P1114	62	P2218-Pproperty_units_used-Q4917-P1114-62-0000
P2218	Pproperty_units_used	Q131016	P2218-Pproperty_units_used-Q131016
P2218-Pproperty_units_used-Q131016	P1114	1	P2218-Pproperty_units_used-Q131016-P1114-1-0000
P2218	Pproperty_units_used	Q259502	P2218-Pproperty_units_used-Q259502
P2218-Pproperty_units_used-Q259502	P1114	1	P2218-Pproperty_units_used-Q259502-P1114-1-0000
P2218	Pproperty_units_used	Q41044	P2218-Pproperty_units_used-Q41044
P2218-Pproperty_units_used-Q41044	P1114	1	P2218-Pproperty_units_used-Q41044-P1114-1-0000
P2218	Pproperty_units_used	Q80524	P2218-Pproperty_units_used-Q80524
P2218-Pproperty_units_used-Q80524	P1114	1	P2218-Pproperty_units_used-Q80524-P1114-1-0000
P2219	Pproperty_units_used	Q11229	P2219-Pproperty_units_used-Q11229
P2219-Pproperty_units_used-Q11229	P1114	205	P2219-Pproperty_units_used-Q11229-P1114-205-0000
P2225	Pproperty_units_used	Q794261	P2225-Pproperty_units_used-Q794261
P2225-Pproperty_units_used-Q794261	P1114	219	P2225-Pproperty_units_used-Q794261-P1114-219-0000
P2226	Pproperty_units_used	Q4917	P2226-Pproperty_units_used-Q4917
P2226-Pproperty_units_used-Q4917	P1114	12	P2226-Pproperty_units_used-Q4917-P1114-12-0000
P2226	Pproperty_units_used	Q4916	P2226-Pproperty_units_used-Q4916
P2226-Pproperty_units_used-Q4916	P1114	6	P2226-Pproperty_units_used-Q4916-P1114-6-0000
P2228	Pproperty_units_used	Q56402798	P2228-Pproperty_units_used-Q56402798
P2228-Pproperty_units_used-Q56402798	P1114	6	P2228-Pproperty_units_used-Q56402798-P1114-6-0000
P2233	Pproperty_units_used	Q1811	P2233-Pproperty_units_used-Q1811
P2233-Pproperty_units_used-Q1811	P1114	1	P2233-Pproperty_units_used-Q1811-P1114-1-0000
P2233	Pproperty_units_used	Q828224	P2233-Pproperty_units_used-Q828224
P2233-Pproperty_units_used-Q828224	P1114	1	P2233-Pproperty_units_used-Q828224-P1114-1-0000
P2234	Pproperty_units_used	Q4243638	P2234-Pproperty_units_used-Q4243638
P2234-Pproperty_units_used-Q4243638	P1114	20	P2234-Pproperty_units_used-Q4243638-P1114-20-0000
P2234	Pproperty_units_used	Q5195628	P2234-Pproperty_units_used-Q5195628
P2234-Pproperty_units_used-Q5195628	P1114	16	P2234-Pproperty_units_used-Q5195628-P1114-16-0000
P2234	Pproperty_units_used	Q25517	P2234-Pproperty_units_used-Q25517
P2234-Pproperty_units_used-Q25517	P1114	13	P2234-Pproperty_units_used-Q25517-P1114-13-0000
P2243	Pproperty_units_used	Q1811	P2243-Pproperty_units_used-Q1811
